published_doi,biorxiv_doi,published_doi,preprint_title,preprint_category,preprint_date,published_date,published_citation_count,days_to_publish,pub_prefix,pub_name,journal
10.1016/j.schres.2017.05.027,10.1101/141192,10.1016/j.schres.2017.05.027,Multisite Generalizability Of Schizophrenia Diagnosis Classification Based On Functional Brain Connectivity,neuroscience,2017-05-23,2017-06-07,2,15.0,10.1016,Elsevier,Schizophrenia Research
10.1016/j.neuroscience.2017.05.032,10.1101/142117,10.1016/j.neuroscience.2017.05.032,Reconfiguration Of Dominant Coupling Modes In Mild Traumatic Brain Injury Mediated By δ-Band Activity: A Resting State MEG Study,neuroscience,2017-05-25,2017-05-31,4,6.0,10.1016,Elsevier,Neuroscience
10.1016/j.neuron.2017.05.016,10.1101/143222,10.1016/j.neuron.2017.05.016,The Brain As An Efficient And Robust Adaptive Learner,neuroscience,2017-05-29,2017-06-07,16,9.0,10.1016,Elsevier,Neuron
10.1016/j.jneumeth.2017.06.004,10.1101/104414,10.1016/j.jneumeth.2017.06.004,Multichannel Sleep Spindle Detection Using Sparse Low-Rank Optimization,neuroscience,2017-04-10,2017-06-06,2,57.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1016/j.neuroimage.2017.05.065,10.1101/118968,10.1016/j.neuroimage.2017.05.065,Assessing dynamic functional connectivity in heterogeneous samples,neuroscience,2017-03-21,2017-05-31,5,71.0,10.1016,Elsevier,NeuroImage
10.1038/s41598-017-02942-3,10.1101/098103,10.1038/s41598-017-02942-3,Tracking Real Time Changes in Working Memory Updating and Gating with Event-Based Eye-Blink Rate,neuroscience,2017-01-04,2017-05-31,11,147.0,10.1038,Nature Publishing Group,Scientific Reports
10.1002/hbm.23656,10.1101/100164,10.1002/hbm.23656,Network component analysis reveals developmental trajectories of structural connectivity and specific alterations in autism spectrum disorder,neuroscience,2017-03-10,2017-05-31,1,82.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1159/000468192,10.1101/095919,10.1159/000468192,Variable penetrance of the 15q11.2 BP1-BP2 microduplication in a family with cognitive and language impairment,neuroscience,2016-12-22,2017-05-10,0,139.0,10.1159,10.1159,Molecular Syndromology
10.1038/nmeth.4309,10.1101/096388,10.1038/nmeth.4309,Quantitative mRNA Imaging Throughout the Entire Drosophila Brain,neuroscience,2016-12-22,2017-06-05,9,165.0,10.1038,Nature Publishing Group,Nature Methods
10.1016/j.dadm.2017.03.007,10.1101/108282,10.1016/j.dadm.2017.03.007,Resting-state network dysfunction in Alzheimer’s disease: a systematic review and meta-analysis,neuroscience,2017-02-14,2017-04-18,20,63.0,10.1016,Elsevier,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring"
10.1016/j.neuroimage.2017.06.006,10.1101/081976,10.1016/j.neuroimage.2017.06.006,Resting-state fMRI correlations: from link-wiseunreliability to whole brain stability,neuroscience,2016-11-19,2017-06-06,7,199.0,10.1016,Elsevier,NeuroImage
10.1021/acs.jcim.7b00085,10.1101/090092,10.1021/acs.jcim.7b00085,Hydrogen Bond Networks and HydrophobicEffects in the Amyloid β30-35 Chain in Water: A Molecular Dynamics Study,neuroscience,2016-11-28,2017-06-12,5,196.0,10.1021,American Chemical Society,Journal of Chemical Information and Modeling
10.1007/s10827-017-0646-8,10.1101/091207,10.1007/s10827-017-0646-8,"Resonance modulation, annihilation and generation of anti-resonance and anti-phasonance in 3D neuronal systems: interplay of resonant and amplifying currents with slow dynamics",neuroscience,2016-12-02,2017-05-31,1,180.0,10.1007,Springer-Verlag,Journal of Computational Neuroscience
10.1152/jn.00124.2017,10.1101/087049,10.1152/jn.00124.2017,Adaptation modulates correlated response variability in visual cortex,neuroscience,2016-11-10,2017-06-07,4,209.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1523/eneuro.0111-17.2017,10.1101/123406,10.1523/ENEURO.0111-17.2017,The Virtual Mouse Brain: A Computational Neuroinformatics Platform To Study Whole Mouse Brain Dynamics,neuroscience,2017-04-03,2017-06-12,3,70.0,10.1523,Society for Neuroscience,eneuro
10.1038/nature22356,10.1101/134882,10.1038/nature22356,Whole-Brain Serial-Section Electron Microscopy In Larval Zebrafish,neuroscience,2017-05-07,2017-05-10,36,3.0,10.1038,Nature Publishing Group,Nature
10.1002/hipo.22750,10.1101/150177,10.1002/hipo.22750,"Space, Time and Episodic Memory: the Hippocampus is all over the Cognitive Map",neuroscience,2017-06-14,2017-06-13,15,-1.0,10.1002,Wiley Blackwell (John Wiley & Sons),Hippocampus
10.1038/nn.4587,10.1101/110957,10.1038/nn.4587,A common haplotype lowers SPI1 (PU.1) expression in myeloid cells and delays age at onset for Alzheimer’s disease,neuroscience,2017-02-26,2017-06-19,45,113.0,10.1038,Nature Publishing Group,Nature Neuroscience
10.1088/1741-2552/aa795e,10.1101/115188,10.1088/1741-2552/aa795e,Learning to see again: Biological constraints on cortical plasticity and the implications for sight restoration technologies,neuroscience,2017-03-09,2017-06-14,5,97.0,10.1088,IOP Publishing,Journal of Neural Engineering
10.7554/elife.26179,10.1101/126086,10.7554/eLife.26179,Cerebellar Re-Encoding Of Self-Generated Head Movements,neuroscience,2017-04-10,2017-06-13,3,64.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.7554/elife.27347,10.1101/115907,10.7554/eLife.27347,Presynaptic LRP4 Promotes Synapse Number and Function of Excitatory CNS Neurons,neuroscience,2017-03-10,2017-06-13,8,95.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1073/pnas.1701812114,10.1101/117085,10.1073/pnas.1701812114,Inhibitory Engrams In Perception And Memory.,neuroscience,2017-03-15,2017-06-13,8,90.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1242/bio.025999,10.1101/109132,10.1242/bio.025999,Developmental Downregulation of LIS1 Expression Limits Axonal Extension and Allows Axon Pruning,neuroscience,2017-02-16,2017-06-19,1,123.0,10.1242,The Company of Biologists,Biology Open
10.1016/j.neuroimage.2017.06.078,10.1101/081125,10.1016/j.neuroimage.2017.06.078,Field Potential Reflects the Balance of Synaptic Excitation and Inhibition,neuroscience,2016-10-14,2017-07-01,7,260.0,10.1016,Elsevier,NeuroImage
10.1002/hbm.23689,10.1101/096040,10.1002/hbm.23689,Inter-Subject Alignment of MEG Datasets at the Neural Representational Space,neuroscience,2016-12-22,2017-06-23,1,183.0,10.1002,Wiley Blackwell (John Wiley & Sons),Human Brain Mapping
10.1523/jneurosci.1031-17.2017,10.1101/127589,10.1523/JNEUROSCI.1031-17.2017,Experience-dependent plasticity in accessory olfactory bulb interneurons following male-male social interaction,neuroscience,2017-04-17,2017-06-28,3,72.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.neuroimage.2017.06.056,10.1101/095778,10.1016/j.neuroimage.2017.06.056,How to improve parameter estimates in GLM-based fMRI data analysis: cross-validated Bayesian model averaging,neuroscience,2016-12-20,2017-06-29,0,191.0,10.1016,Elsevier,NeuroImage
10.1152/jn.00065.2017,10.1101/104117,10.1152/jn.00065.2017,Sensitivity of Neurons in the Middle Temporal Area of Marmoset Monkeys to Random Dot Motion,neuroscience,2017-02-23,2017-06-21,4,118.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1089/brain.2016.0481,10.1101/129015,10.1089/brain.2016.0481,Integrative Structural Brain Network Analysis In Diffusion Tensor Imaging,neuroscience,2017-04-20,2017-06-28,2,69.0,10.1089,Mary Ann Liebert,Brain Connectivity
10.1124/jpet.117.241042,10.1101/140566,10.1124/jpet.117.241042,Cebranopadol Blocks The Escalation Of Cocaine Intake And Conditioned Reinstatement Of Cocaine Seeking In Rats,neuroscience,2017-05-22,2017-06-23,7,32.0,10.1124,American Society for Pharmacology & Experimental Therapeutics,Journal of Pharmacology and Experimental Therapeutics
10.1016/j.ymeth.2017.06.025,10.1101/128785,10.1016/j.ymeth.2017.06.025,Single Molecule Fluorescence In Situ Hybridisation For Quantitating Post-Transcriptional Regulation In Drosophila Brains,neuroscience,2017-04-21,2017-06-23,4,63.0,10.1016,Elsevier,Methods
10.1371/journal.pcbi.1005630,10.1101/129619,10.1371/journal.pcbi.1005630,Optimal structure of metaplasticity for adaptive learning,neuroscience,2017-04-22,2017-06-28,1,67.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1523/jneurosci.0569-17.2017,10.1101/131409,10.1523/JNEUROSCI.0569-17.2017,Retinotopic Organization of Scene Areas in Macaque Inferior Temporal Cortex,neuroscience,2017-04-27,2017-07-03,9,67.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.nicl.2017.06.013,10.1101/132704,10.1016/j.nicl.2017.06.013,In Utero Diffusion Tensor Imaging Of The Fetal Brain: A Reproducibility Study,neuroscience,2017-05-01,2017-06-09,2,39.0,10.1016,Elsevier,NeuroImage: Clinical
10.1016/j.neuroimage.2017.06.035,10.1101/126318,10.1016/j.neuroimage.2017.06.035,The feature-weighted receptive field: an interpretable encoding model for complex feature spaces.,neuroscience,2017-04-11,2017-06-20,3,70.0,10.1016,Elsevier,NeuroImage
10.1016/j.neuropsychologia.2017.06.029,10.1101/122002,10.1016/j.neuropsychologia.2017.06.029,The Non-Linear Development Of The Right Hemispheric Specialization For Human Face Perception,neuroscience,2017-03-29,2017-06-24,2,87.0,10.1016,Elsevier,Neuropsychologia
10.1371/journal.pcbi.1005583,10.1101/080705,10.1371/journal.pcbi.1005583,Linking structure and activity in nonlinear spiking networks,neuroscience,2016-10-13,2017-06-23,4,253.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1523/jneurosci.0649-17.2017,10.1101/114454,10.1523/JNEUROSCI.0649-17.2017,Overlapping representation of primary tastes in a defined region of the gustatory cortex,neuroscience,2017-03-06,2017-07-03,7,119.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.jneumeth.2017.06.017,10.1101/109850,10.1016/j.jneumeth.2017.06.017,Model-based spike sorting with a mixture of drifting t-distributions,neuroscience,2017-02-20,2017-06-23,2,123.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1017/s0033291717001519,10.1101/101642,10.1017/S0033291717001519,Symptoms of Depression in a Large Healthy Population Cohort are related to Subjective Memory Complaints and Memory Performance in Negative Contexts,neuroscience,2017-01-20,2017-06-19,1,150.0,10.1017,Cambridge University Press,Psychological Medicine
10.1038/s41598-017-04402-4,10.1101/104778,10.1038/s41598-017-04402-4,Engaging narratives evoke similar neural activity and lead to similar time perception,neuroscience,2017-01-31,2017-07-04,3,154.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-017-04205-7,10.1101/097790,10.1038/s41598-017-04205-7,Masking of a circadian behavior in larval zebrafish involves the thalamo-habenula pathway,neuroscience,2017-01-03,2017-06-22,5,170.0,10.1038,Nature Publishing Group,Scientific Reports
10.1038/s41598-017-03732-7,10.1101/098459,10.1038/s41598-017-03732-7,When invisible noise obscures the signal: the consequences of nonlinearity in motion detection,neuroscience,2017-01-05,2017-06-14,1,160.0,10.1038,Nature Publishing Group,Scientific Reports
10.1371/journal.pbio.2001878,10.1101/098525,10.1371/journal.pbio.2001878,Egocentric and Allocentric Representations in Auditory Cortex,neuroscience,2017-01-05,2017-06-15,5,161.0,10.1371,Public Library of Science,PLOS Biology
10.1038/s41598-017-04475-1,10.1101/100065,10.1038/s41598-017-04475-1,The impact of visual gaze direction on auditory object tracking,neuroscience,2017-01-13,2017-07-05,1,173.0,10.1038,Nature Publishing Group,Scientific Reports
10.1016/j.neuron.2017.06.024,10.1101/094128,10.1016/j.neuron.2017.06.024,The contribution of area MT to visual motion perception depends on training,neuroscience,2016-12-14,2017-07-02,6,200.0,10.1016,Elsevier,Neuron
10.1073/pnas.1706533114,10.1101/151662,10.1073/pnas.1706533114,Fibroblast Growth Factor Signaling Instructs Ensheathing Glia Wrapping of Drosophila Olfactory Glomeruli,neuroscience,2017-06-18,2017-07-03,5,15.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1021/acschemneuro.7b00193,10.1101/144436,10.1021/acschemneuro.7b00193,Stochastic Simulation Of Dopamine Neuromodulation For Implementation Of Fluorescent Neurochemical Probes In The Striatal Extracellular Space,neuroscience,2017-05-31,2017-07-17,4,47.0,10.1021,American Chemical Society,ACS Chemical Neuroscience
10.1016/j.jneumeth.2017.07.002,10.1101/146779,10.1016/j.jneumeth.2017.07.002,Simultaneous GCaMP6-based Fiber Photometry and fMRI in Rats,neuroscience,2017-06-06,2017-07-04,5,28.0,10.1016,Elsevier,Journal of Neuroscience Methods
10.1016/j.neuroimage.2017.07.022,10.1101/148056,10.1016/j.neuroimage.2017.07.022,Decoding the orientation of contrast edges from MEG evoked and induced responses,neuroscience,2017-06-09,2017-07-13,5,34.0,10.1016,Elsevier,NeuroImage
10.1152/jn.00451.2017,10.1101/139337,10.1152/jn.00451.2017,The Cerebellum Does More Than Sensory-Prediction-Error-Based Learning In Sensorimotor Adaptation Tasks,neuroscience,2017-05-17,2017-06-21,5,35.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1002/nbm.3762,10.1101/140459,10.1002/nbm.3762,The Role Of Diffusion MRI In Neuroscience,neuroscience,2017-05-22,2017-07-11,8,50.0,10.1002,Wiley Blackwell (John Wiley & Sons),NMR in Biomedicine
10.1152/jn.00178.2017,10.1101/115675,10.1152/jn.00178.2017,"Compensating for intersegmental dynamics across the shoulder, elbow and wrist joints during feedforward and feedback control",neuroscience,2017-03-10,2017-07-12,2,124.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1073/pnas.1703155114,10.1101/108753,10.1073/pnas.1703155114,Frequency-specific directed interactions in the human brain network for language,neuroscience,2017-02-15,2017-07-11,15,146.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.7554/elife.26414,10.1101/099994,10.7554/eLife.26414,SynEM: Automated synapse detection for connectomics,neuroscience,2017-01-22,2017-07-14,8,173.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1186/s13024-017-0191-y,10.1101/095067,10.1186/s13024-017-0191-y,Dissecting the role of non-coding RNAs in the accumulation of amyloid and tau neuropathologies in Alzheimer’s disease,neuroscience,2016-12-17,2017-07-01,2,196.0,10.1186,Springer (Biomed Central Ltd.),Molecular Neurodegeneration
10.1002/hipo.22760,10.1101/092957,10.1002/hipo.22760,Early survival and delayed death of developmentally-born dentate gyrus neurons,neuroscience,2016-12-09,2017-07-07,1,210.0,10.1002,Wiley Blackwell (John Wiley & Sons),Hippocampus
10.1523/jneurosci.3929-16.2017,10.1101/093500,10.1523/JNEUROSCI.3929-16.2017,The triple-flash illusion reveals a driving role of alpha-band reverberations in visual perception,neuroscience,2016-12-13,2017-06-29,2,198.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.7554/elife.22974,10.1101/083493,10.7554/eLife.22974,Visual field map clusters in human frontoparietal cortex,neuroscience,2016-10-26,2017-06-19,7,236.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.neuroimage.2017.06.027,10.1101/084665,10.1016/j.neuroimage.2017.06.027,Individual differences in functional connectivity during naturalistic viewing conditions,neuroscience,2016-11-02,2017-06-16,10,226.0,10.1016,Elsevier,NeuroImage
10.3389/fninf.2017.00047,10.1101/106096,10.3389/fninf.2017.00047,The GridCAT: A toolbox for automated analysis of human grid cell codes in fMRI,neuroscience,2017-02-06,2017-07-21,3,165.0,10.3389,Frontiers Media SA,Frontiers in Neuroinformatics
10.1523/jneurosci.0260-17.2017,10.1101/095588,10.1523/JNEUROSCI.0260-17.2017,Transcranial stimulation enhances memory-relevant sleep oscillations and their functional coupling in mild cognitive impairment,neuroscience,2016-12-21,2017-07-31,8,222.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.3233/jad-170448,10.1101/081174,10.3233/JAD-170448,Temporal order of Alzheimer’s disease-related cognitive marker changes in BLSA and WRAP longitudinal studies,neuroscience,2016-10-14,2017-07-18,1,277.0,10.3233,10.3233,Journal of Alzheimer's Disease
10.1016/j.neuroimage.2017.07.033,10.1101/085068,10.1016/j.neuroimage.2017.07.033,The neural basis of precise visual short-term memory for complex recognisable objects,neuroscience,2016-11-03,2017-07-17,0,256.0,10.1016,Elsevier,NeuroImage
10.1371/journal.pcbi.1005667,10.1101/086637,10.1371/journal.pcbi.1005667,A mixture of sparse coding models explaining properties of face neurons related to holistic and parts-based processing,neuroscience,2016-11-09,2017-07-25,0,258.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1152/jn.00340.2017,10.1101/087288,10.1152/jn.00340.2017,Network activity influences the subthreshold and spiking visual responses of pyramidal neurons in a three-layer cortex,neuroscience,2016-11-11,2017-07-26,3,257.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1038/s41467-017-00072-y,10.1101/087320,10.1038/s41467-017-00072-y,Anterior cingulate is a source of valence-specificinformation about value and uncertainty,neuroscience,2016-11-19,2017-07-26,3,249.0,10.1038,Nature Publishing Group,Nature Communications
10.1016/j.neuroimage.2017.07.023,10.1101/095620,10.1016/j.neuroimage.2017.07.023,Multivariate pattern analysis of MEG and EEG: a comparison of representational structure in time and space,neuroscience,2016-12-20,2017-07-14,2,206.0,10.1016,Elsevier,NeuroImage
10.1038/s41598-017-06116-z,10.1101/098277,10.1038/s41598-017-06116-z,Metacognitive impairments extend perceptual decision making weaknesses in compulsivity,neuroscience,2017-01-05,2017-07-26,5,202.0,10.1038,Nature Publishing Group,Scientific Reports
